price_bin_low,price_bin_high,bin_mid,volume_sum,csi,pct_of_total_volume
2864.3083,2872.2573,2868.2828,4069232259.9406,0.3268,0.1572
2872.2573,2880.2063,2876.2318,3308772790.1184,0.2658,0.1279
2880.2063,2888.1552,2884.1808,2504960763.2038,0.2012,0.0968
2888.1552,2896.1042,2892.1297,3505431628.56,0.2816,0.1355
2896.1042,2904.0532,2900.0787,4830521425.1244,0.388,0.1867
2904.0532,2912.0021,2908.0276,5068911923.9317,0.4071,0.1959
2912.0021,2919.9511,2915.9766,4952788268.3195,0.3978,0.1914
2919.9511,2927.9001,2923.9256,5970476680.5363,0.4796,0.2307
2927.9001,2935.849,2931.8746,7250718644.1486,0.5824,0.2802
2935.849,2943.798,2939.8235,4234687550.845,0.3401,0.1636
2943.798,2951.747,2947.7725,6714781582.5621,0.5393,0.2595
2951.747,2959.6959,2955.7214,4377117936.9302,0.3516,0.1691
2959.6959,2967.6449,2963.6704,3924040489.5516,0.3152,0.1516
2967.6449,2975.5939,2971.6194,5501715402.7839,0.4419,0.2126
2975.5939,2983.5428,2979.5684,4486972780.7492,0.3604,0.1734
2983.5428,2991.4918,2987.5173,5312913028.5865,0.4267,0.2053
2991.4918,2999.4408,2995.4663,4440891719.6331,0.3567,0.1716
2999.4408,3007.3897,3003.4152,6724016282.9488,0.5401,0.2598
3007.3897,3015.3387,3011.3642,5360148833.0527,0.4305,0.2071
3015.3387,3023.2877,3019.3132,5507300590.8245,0.4424,0.2128
3023.2877,3031.2366,3027.2622,6179578671.8839,0.4964,0.2388
3031.2366,3039.1856,3035.2111,4876278042.1674,0.3917,0.1884
3039.1856,3047.1346,3043.1601,6214362001.5778,0.4992,0.2401
3047.1346,3055.0835,3051.109,5820326947.9629,0.4675,0.2249
3055.0835,3063.0325,3059.058,4929293938.5789,0.3959,0.1905
3063.0325,3070.9815,3067.007,5254948373.2818,0.4221,0.2031
3070.9815,3078.9304,3074.956,5205800641.2015,0.4181,0.2012
3078.9304,3086.8794,3082.9049,5796957181.513,0.4656,0.224
3086.8794,3094.8284,3090.8539,6348485946.7726,0.5099,0.2453
3094.8284,3102.7773,3098.8028,7027032300.2456,0.5644,0.2715
3102.7773,3110.7263,3106.7518,7459274980.1184,0.5991,0.2882
3110.7263,3118.6753,3114.7008,6780754068.3386,0.5446,0.262
3118.6753,3126.6242,3122.6498,6501947153.5495,0.5223,0.2512
3126.6242,3134.5732,3130.5987,6614494188.9034,0.5313,0.2556
3134.5732,3142.5222,3138.5477,5222825848.9002,0.4195,0.2018
3142.5222,3150.4711,3146.4966,5700643375.251,0.4579,0.2203
3150.4711,3158.4201,3154.4456,5554314333.9998,0.4461,0.2146
3158.4201,3166.3691,3162.3946,6639294490.4132,0.5333,0.2565
3166.3691,3174.318,3170.3436,7087343856.0102,0.5693,0.2739
3174.318,3182.267,3178.2925,5837913519.4895,0.4689,0.2256
3182.267,3190.216,3186.2415,5602369415.3473,0.45,0.2165
3190.216,3198.1649,3194.1904,4349674145.7184,0.3494,0.1681
3198.1649,3206.1139,3202.1394,4794308012.9175,0.3851,0.1853
3206.1139,3214.0629,3210.0884,5505142931.2868,0.4422,0.2127
3214.0629,3222.0118,3218.0374,7417539942.1216,0.5958,0.2866
3222.0118,3229.9608,3225.9863,6943734057.1433,0.5577,0.2683
3229.9608,3237.9098,3233.9353,7059160519.5024,0.567,0.2728
3237.9098,3245.8587,3241.8842,7463321020.6111,0.5995,0.2884
3245.8587,3253.8077,3249.8332,5651785241.3175,0.454,0.2184
